alpha_news_amount,amount_news_ceo,analyst_target_price,beta,close,cpi,currency_exchange_rate,day_moving_average_200,day_moving_average_50,diluted_eps_ttm,eps,ev_to_ebitda,ev_to_revenue,forward_pe,high,low,market_capitalization,mean_price,news_sentiment_mean,open,pe_ratio,peg_ratio,price_change_1,price_change_3,price_to_book_ratio,price_to_sales_ratio_ttm,real_gdp,retail_sales,sentiment_ceo,sentiment_name,trailing_pe,volume,week_high_52,week_low_52,weekday,target
5,0,653.38,1.335,570.93,308.417,150.064,538.84,593.5,11.81,0.0,32.03,12.85,31.25,572.89,560.67,253246570000,566.4,0.1352095999999999,561.11,47.44,2.086,1.015809248814082,1.0146673533824486,15.32,13.05,5760.935,554784.0,0.0,-0.9647356867790222,47.44,2968098,638.25,323.29,4,0.0
0,0,653.38,1.335,570.93,308.417,150.064,539.96,593.01,11.81,0.0,32.66,13.1,31.85,572.89,560.67,258060354000,566.4,0.0,561.11,48.34,2.126,1.0,1.0247966317409858,15.62,13.3,5760.935,554784.0,-0.4494690001010895,0.0153834819793701,48.34,2968098,638.25,323.29,5,0.0
0,0,653.38,1.335,570.93,308.417,150.328,541.09,592.45,11.81,0.0,32.66,13.1,31.85,572.89,560.67,258060354000,566.4,0.0,561.11,48.34,2.126,1.0,1.015809248814082,15.62,13.3,5760.935,554784.0,0.0,-0.1593505024909973,48.34,2968098,638.25,323.29,6,0.6856903248587676
2,0,653.38,1.294,567.94,308.417,150.402,541.09,592.45,11.81,0.0,32.66,13.1,31.85,576.245,564.1,258060354000,570.28375,0.189056,572.85,48.34,2.126,1.0068569032485877,1.0068569032485877,15.62,13.3,5760.935,554784.0,0.0,0.0,48.34,2556419,638.25,323.29,0,-3.07544270724881
3,0,602.09,1.294,544.84,308.417,149.708,541.09,592.45,11.76,0.0,32.54,13.05,31.85,564.19,539.35,258042397000,552.745,0.1357946666666666,562.6,48.29,2.126,0.9692455729275119,0.9758915960451978,15.62,13.29,5760.935,554784.0,0.0,0.0,48.29,4286834,638.25,323.29,1,-1.4066160707016717
4,0,653.38,1.294,543.09,308.417,147.953,542.2,591.71,11.82,0.0,31.19,12.51,30.4,550.64,538.15,246565159000,544.97,0.2301697499999999,548.0,46.09,2.029,0.9859338392929833,0.962164548022599,14.93,12.7,5760.935,554784.0,0.0,0.2385153025388717,46.09,3209766,638.25,323.29,2,1.1986898361377785
3,0,653.38,1.294,556.04,308.417,146.976,543.15,590.69,11.84,0.0,31.08,12.47,30.3,558.38,541.59,245773206000,551.5025,0.2040013333333333,550.0,45.87,2.022,1.0119868983613778,0.9670668329581547,14.87,12.66,5760.935,554784.0,0.0,0.0,45.87,2660544,638.25,323.29,3,0.43659820218402423
9,0,653.38,1.294,551.69,308.417,147.02,544.06,589.55,11.84,0.0,31.84,12.77,31.06,560.44,550.5114,251633664000,553.91035,0.1499027777777778,553.0,46.96,2.071,1.0043659820218402,1.0021082958688003,15.23,12.96,5760.935,554784.0,0.0,0.0,46.96,2833180,638.25,323.29,4,0.0
0,0,653.38,1.294,551.69,308.417,147.02,544.98,588.69,11.8,0.0,31.59,12.67,30.77,560.44,550.5114,249665094000,553.91035,0.0,553.0,46.75,2.054,1.0,1.0164052149659613,15.11,12.86,5760.935,554784.0,0.0,0.0,46.75,2833180,638.25,323.29,5,0.0
0,0,653.38,1.294,551.69,308.417,146.593,545.88,587.76,11.8,0.0,31.59,12.67,30.77,560.44,550.5114,249665094000,553.91035,0.0,553.0,46.75,2.054,1.0,1.0043659820218402,15.11,12.86,5760.935,554784.0,0.0,0.0,46.75,2833180,638.25,323.29,6,0.4936990254830853
9,0,653.38,1.294,560.42,308.417,147.445,545.88,587.76,11.8,0.0,31.59,12.67,30.77,562.69,551.02,249665094000,556.645,0.2017584444444444,552.45,46.75,2.054,1.0049369902548309,1.0049369902548309,15.11,12.86,5760.935,554784.0,0.0,0.2499996721744537,46.75,2846609,638.25,328.17,0,2.854153005955329
4,0,653.38,1.294,579.14,310.326,147.966,546.83,587.05,11.82,0.0,32.08,12.87,31.25,579.79,562.6,253615817000,572.5325,0.1799977499999999,568.6,47.41,2.086,1.0285415300595533,1.0336194295701462,15.35,13.07,5760.935,554784.0,0.0,0.0,47.41,3439082,638.25,328.17,1,0.9274582665612874
6,0,652.41,1.294,573.55,310.326,147.792,547.9,586.72,11.81,0.0,33.19,13.31,32.36,585.35,573.41,262087492000,577.8425,0.2497796666666666,579.06,49.04,2.157,1.0092745826656129,1.0432058184144781,15.87,13.5,5760.935,554784.0,0.0,0.0,49.04,3437897,638.25,331.89,2,-0.6325252988487295
15,0,652.28,1.294,570.45,310.326,148.725,548.81,586.26,11.82,0.0,32.86,13.18,32.05,579.54,568.76,259557736000,574.1875,0.171418,578.0,48.52,2.136,0.9936747470115127,1.0315146996739395,15.71,13.37,5760.935,555127.0,0.0,0.0,48.52,5229087,638.25,331.89,3,-13.781373680200282
28,6,652.28,1.294,492.46,310.326,149.033,549.58,586.07,11.83,4.48,32.74,13.13,31.95,503.1263,485.0,258154856000,495.056575,0.118056,499.64,48.22,2.128,0.8621862631979972,0.8646785553658526,15.66,13.3,5760.935,555127.0,0.0,0.500233918428421,48.22,19580838,638.25,331.89,4,0.0
2,0,652.28,1.294,492.46,310.326,149.033,549.96,584.48,11.81,4.48,28.13,11.28,27.47,503.1263,485.0,222860788000,495.056575,-0.0619134999999999,499.64,41.7,1.833,1.0,0.8567327169600714,13.49,11.18,5760.935,555127.0,0.0,0.0,41.7,19580838,638.25,331.89,5,0.0
1,2,652.28,1.294,492.46,310.326,149.202,549.96,584.48,11.81,4.48,28.13,11.28,27.47,503.1263,485.0,222860788000,495.056575,0.232204,499.64,41.7,1.833,1.0,0.8621862631979972,13.49,11.18,5760.935,555127.0,0.0,0.0,41.7,19580838,638.25,331.89,6,2.0433826174311553
10,0,652.28,1.294,513.86,310.326,150.581,549.96,584.48,11.81,4.48,28.13,11.28,27.47,515.7299,495.55,222860788000,505.1724750000001,0.1371239,495.55,41.7,1.833,1.0204338261743116,1.0204338261743116,13.49,11.18,5760.935,555127.0,0.0,0.0,41.7,7052677,638.25,331.89,0,2.081472273405227
5,1,578.75,1.294,521.19,310.326,151.678,550.44,583.42,11.81,4.48,29.38,11.78,28.57,522.68,508.99,232545272000,515.6875,0.2654668,509.89,43.51,1.906,1.0208147227340523,1.041673873334578,14.07,11.66,5760.935,555127.0,0.0,0.0,43.51,7081796,638.25,331.89,1,0.7780875045448887
4,0,627.9,1.294,519.14,310.326,150.971,550.91,582.55,11.83,4.48,29.82,11.96,28.99,523.87,512.5,235862442000,519.6999999999999,0.2887935,523.29,44.06,1.934,1.0077808750454489,1.049779007581103,14.28,11.83,5760.935,555127.0,0.0,0.0,44.06,4239557,638.25,331.89,2,-1.1557148354819913
4,0,627.9,1.294,511.25,310.326,151.611,551.32,581.32,11.84,4.48,29.71,11.91,28.9,519.725,506.2,234934731000,513.69375,0.3737465,517.6,43.85,1.927,0.9884428516451801,1.0168680508572838,14.23,11.78,5760.935,555127.0,0.0,0.0,43.85,5206580,638.25,331.89,3,-1.8457008674915842
2,0,577.7,1.294,499.52,310.326,151.429,551.71,579.82,11.8,4.48,29.23,11.72,28.41,511.59,496.67,231364133000,504.2125,0.2201219999999999,509.07,43.33,1.896,0.9815429913250842,0.9777481517391831,14.0,11.61,5760.935,555127.0,0.0,0.1605741679668426,43.33,5413647,638.25,331.89,4,0.0
0,0,621.87,1.294,499.52,310.326,151.429,552.04,577.99,10.49,4.48,31.24,11.2,27.78,511.59,496.67,226055766000,504.2125,0.0,509.07,47.62,1.853,1.0,0.9701991533577065,14.62,11.34,5760.935,555127.0,0.0,0.0,47.62,5413647,638.25,331.89,5,0.0
0,0,621.87,1.294,499.52,310.326,151.345,552.04,577.99,10.49,4.48,31.24,11.2,27.78,511.59,496.67,226055766000,504.2125,0.0,509.07,47.62,1.853,1.0,0.9815429913250842,14.62,11.34,5760.935,555127.0,0.0,-0.827127089103063,47.62,5413647,638.25,331.89,6,-0.2731983042863706
3,0,572.37,1.294,507.23,310.326,151.268,552.04,577.99,10.49,4.48,31.24,11.2,27.78,510.63,496.69,226055766000,502.83500000000004,0.208811,496.79,47.62,1.853,0.9972680169571363,0.9972680169571363,14.62,11.34,5760.935,555127.0,0.0,-0.3321659962336222,47.62,4277036,638.25,331.89,0,1.0291646365109708
4,2,572.37,1.294,507.6,310.326,151.233,552.49,576.19,10.45,4.48,31.73,11.38,28.25,512.79,503.59,229544903000,508.01,0.19825725,508.06,48.54,1.882,1.0102916463651097,1.0075315467188934,14.85,11.51,5760.935,555127.0,0.0,-0.9998847544193268,48.54,2813329,638.25,331.89,1,0.21603905434934845
3,0,575.4,1.294,504.4,310.326,151.459,552.83,574.41,10.46,4.48,31.77,11.39,28.25,516.86,499.7,229712347000,509.1075000000001,0.266847,515.47,48.53,1.884,1.0021603905434935,1.0097082083446962,14.87,11.52,5760.935,555127.0,0.0,0.3333312670389811,48.53,4228415,638.25,331.89,2,-0.7095750897403885
4,0,621.87,1.294,504.6,310.326,151.329,553.08,572.54,10.45,4.48,31.25,11.2,28.09,509.0,500.26,225971192000,505.495,0.18302425,508.12,48.27,1.872,0.9929042491025961,1.005290005667863,14.63,11.33,5761.525,555127.0,-0.0833329657713572,-0.1484598368406295,48.27,3897003,638.25,331.89,3,0.0
3,0,574.09,1.294,504.6,310.326,151.303,553.23,570.71,10.45,4.48,31.24,11.2,28.09,509.0,500.26,226060796000,505.495,0.2957433333333333,508.12,48.29,1.872,1.0,0.9950493100529517,14.62,11.34,5761.525,555127.0,0.0,0.3333319624265035,48.29,3897003,638.25,331.89,4,0.0
2,0,621.87,1.294,504.6,310.326,151.303,553.23,570.71,10.45,4.48,31.24,11.2,28.09,509.0,500.26,226060796000,505.495,0.134814,508.12,48.29,1.872,1.0,0.9929042491025961,14.62,11.34,5761.525,555127.0,0.0,0.1248666569590568,48.29,3897003,638.25,331.89,5,0.0
1,0,576.1,1.294,504.6,310.326,151.364,553.23,570.71,10.45,101.93,31.24,11.2,28.09,509.0,500.26,226060796000,505.495,0.131223,508.12,48.29,1.872,1.0,1.0,14.62,11.34,5761.525,555127.0,0.0,0.088422030210495,48.29,3897003,638.25,331.89,6,-0.4287876240121058
2,0,575.73,1.294,502.09,310.326,151.61,553.23,570.71,10.45,4.48,31.24,11.2,28.09,506.92,499.31,226060796000,503.3275,0.2107485,504.99,48.29,1.872,0.9957121237598789,0.9957121237598789,14.62,11.34,5761.525,555127.0,0.0,0.5,48.29,2001168,638.25,331.89,0,-1.3712245009461999
1,0,621.87,1.294,499.21,310.326,151.761,553.23,570.71,10.49,4.48,31.08,11.15,27.93,500.75,491.34,224936313000,496.42575,0.344875,494.403,47.86,1.863,0.986287754990538,0.9820586751599917,14.55,11.28,5761.525,555127.0,0.0,0.0,47.86,3073102,638.25,331.89,1,0.1126553165302191
1,0,621.87,1.294,497.01,310.326,151.722,553.45,566.63,10.48,4.48,30.9,11.08,27.78,498.86,494.71,223646073000,496.98499999999996,0.309857,497.36,47.63,1.852,1.0011265531653022,0.9831650164690056,14.47,11.22,5761.525,555127.0,0.0,0.0,47.63,2520915,638.25,331.89,2,-0.32495950582008826
3,0,621.87,1.272,487.11,310.326,151.414,553.48,564.5,10.44,4.48,30.9,11.08,27.78,504.11,486.7,223619219000,495.37,0.1907876666666667,503.56,47.61,1.852,0.9967504049417991,0.9841902141249982,14.47,11.22,5761.525,555127.0,0.0,0.0,47.61,3381201,638.25,331.89,3,-1.824393887397302
4,1,621.87,1.272,485.12,310.326,151.609,553.48,564.5,10.27,4.48,30.13,10.8,27.62,490.09,481.28,218225279000,486.3325,0.24056625,488.84,47.43,1.844,0.981756061126027,0.9796681578262207,14.4,10.95,5761.525,555127.0,0.0,0.4963008165359497,47.43,4968712,638.25,331.89,4,0.0
0,0,621.87,1.272,485.12,310.326,151.609,553.43,559.87,10.47,4.48,30.0,10.76,26.95,490.09,481.28,218269549000,486.3325,0.0,488.84,46.33,1.799,1.0,0.9785657514814331,14.05,10.9,5761.525,555127.0,0.0,0.2018330693244934,46.33,4968712,638.25,331.89,5,0.0
2,0,621.87,1.272,485.12,310.326,151.897,553.43,559.87,10.47,4.48,30.0,10.76,26.95,490.09,481.28,217333760000,486.3325,0.1210914999999999,488.84,46.33,1.799,1.0,0.981756061126027,14.05,10.95,5761.525,555127.0,0.0,-0.8185923099517822,46.33,4968712,638.25,331.89,6,-0.6199462302025838
5,0,621.87,1.272,484.28,310.326,151.888,553.43,559.87,10.47,4.48,30.0,10.76,26.95,486.98,477.23,217333760000,483.3175,0.3062464,484.78,46.33,1.799,0.9938005376979742,0.9938005376979742,14.05,10.9,5761.525,555127.0,0.0,0.0,46.33,3436622,638.25,331.89,0,1.132795729515279
2,0,573.18,1.272,492.55,310.326,151.859,553.47,557.11,10.46,4.48,29.97,10.75,26.95,493.31,483.31,216957436000,488.79249999999996,0.231143,486.0,46.3,1.797,1.0113279572951528,1.0050582677489166,14.03,10.88,5761.525,555127.0,0.0,0.0,46.3,2538880,638.25,331.89,1,-0.3332191062669687
3,0,621.87,1.272,487.22,312.332,153.242,553.54,554.68,10.45,4.48,30.49,10.94,22.42,491.765,480.28,220662399000,487.16375,0.2765163333333333,489.39,47.13,1.496,0.9966678089373303,1.0017092215716614,14.28,11.07,5761.525,555127.0,0.0,0.06016656011343,47.13,2487870,638.25,331.89,2,-0.4415866328313589
3,0,621.87,1.272,484.28,312.332,153.306,553.55,551.82,10.48,4.48,30.16,10.81,27.1,488.67,479.74,218274562000,485.0125,0.2230553333333333,487.36,46.49,1.808,0.9955841336716864,1.0035070114365816,14.12,10.95,5761.525,555127.0,0.0,0.0,46.49,2978539,638.25,331.89,3,-2.0942759207236983
2,0,572.66,1.272,474.09,312.332,153.24,553.58,548.94,10.46,4.48,29.97,10.75,26.95,478.78,468.6,216957436000,474.85499999999996,0.2405605,477.95,46.3,1.797,0.979057240792763,0.9714858554499097,14.03,10.88,5761.525,555127.0,0.0,0.0,46.3,5621945,638.25,331.89,4,0.0
0,0,621.87,1.272,474.09,312.332,153.24,553.5,546.07,10.48,4.48,29.33,10.52,26.39,478.78,468.6,212392313000,474.85499999999996,0.0,477.95,45.24,1.759,1.0,0.9747338548896546,13.74,10.65,5761.525,555127.0,0.0,0.2499986290931701,45.24,5621945,638.25,331.89,5,0.0
0,0,621.87,1.272,474.09,312.332,153.802,553.5,546.07,10.48,4.48,29.33,10.52,26.39,478.78,468.6,212392313000,474.85499999999996,0.0,477.95,45.24,1.759,1.0,0.979057240792763,13.74,10.65,5761.525,555127.0,0.0,0.2221250087022781,45.24,5621945,638.25,331.89,6,-0.2858767413210339
1,0,621.87,1.272,470.1,312.332,154.547,553.5,546.07,10.48,4.48,29.33,10.52,26.39,478.52,468.35,212392313000,473.49749999999995,0.068148,477.02,45.24,1.759,0.9971412325867897,0.9971412325867897,13.74,10.65,5761.525,614526.0,0.0,-0.4936643143494924,45.24,3353225,638.25,331.89,0,-0.0158395767664965
3,0,621.87,1.272,476.22,312.332,154.561,553.44,542.91,10.48,4.48,29.33,10.52,26.39,478.98,468.49,210604802000,473.4225,0.259112,470.0,44.86,1.759,0.999841604232335,0.9969832896357836,13.74,10.65,5761.525,614526.0,0.0,0.153092473745346,44.86,2660097,638.25,331.89,1,0.6218018788713975
2,0,621.87,1.272,474.45,312.332,154.37,553.4,539.74,10.48,4.48,29.33,10.52,26.39,481.02,472.685,213346566000,476.36625,-0.0369095,477.31,45.44,1.759,1.006218018788714,1.003182550462773,13.74,10.65,5761.525,614526.0,0.0,0.0,45.44,2034793,638.25,331.89,2,-0.3198694281973058
2,0,621.87,1.272,473.18,312.332,154.48,553.4,539.74,10.48,4.48,29.33,10.52,26.39,477.605,471.825,213346566000,474.84250000000003,0.259569,476.76,45.44,1.759,0.9968013057180269,1.0028405641001275,13.74,10.65,5761.525,614526.0,0.0,-0.8150264918804169,45.44,2389742,638.25,331.89,3,-0.9550482528417392
1,1,585.48,1.272,465.02,312.332,154.562,553.27,533.94,10.46,4.48,29.33,10.52,26.39,476.58,463.0901,211984630000,470.307525,0.129779,476.54,45.24,1.759,0.9904495174715826,0.9934203063859449,13.74,10.65,5761.525,614526.0,0.0,0.0,45.24,3282142,638.25,331.89,4,0.0
0,0,621.87,1.272,465.02,312.332,154.562,553.16,530.93,10.46,4.48,29.33,10.52,26.39,476.58,463.0901,208328950000,470.307525,0.0,476.54,44.46,1.759,1.0,0.9872813722634632,13.74,10.65,5761.525,614526.0,0.0,0.0,44.46,3282142,638.25,331.89,5,0.0
1,0,584.23,1.272,465.02,312.332,154.713,553.16,530.93,10.46,4.48,29.33,10.52,26.39,476.58,463.0901,208328950000,470.307525,0.212766,476.54,44.46,1.759,1.0,0.9904495174715826,13.74,10.65,5761.525,614526.0,0.0,-0.166026105483373,44.46,3282142,638.25,331.89,6,-0.5499114648442105
2,0,621.87,1.272,466.89,312.332,154.826,553.16,530.93,10.46,4.48,29.33,10.52,26.39,471.5,462.28,208328950000,467.72124999999994,0.35219,470.215,44.46,1.759,0.9945008853515579,0.9945008853515579,13.74,10.65,5761.525,614526.0,0.0,0.0,44.46,2604256,638.25,331.89,0,0.7683529452638727
6,0,621.87,1.272,472.9,312.332,154.875,553.09,527.95,10.46,4.48,29.33,10.52,26.39,474.81,467.83,209166729000,471.31499999999994,0.2158763333333333,469.72,44.64,1.759,1.0076835294526387,1.0021421621948319,13.74,10.65,5761.525,611862.0,-0.4954444766044616,0.4832883278528849,44.64,2205836,638.25,331.89,1,0.8008603587834173
1,0,583.46,1.272,477.12,312.332,155.652,553.02,524.86,10.45,4.48,29.33,10.52,26.39,478.57,471.7283,211859194000,475.08957499999997,0.289697,472.94,45.25,1.759,1.0080086035878342,1.0101679215105053,13.74,10.65,5761.525,611862.0,0.0,0.4991584420204162,45.25,2338044,638.25,331.89,2,-0.9589823140193965
1,0,621.87,1.272,473.44,312.332,156.574,552.93,522.17,10.45,4.48,29.33,10.52,26.39,474.5042,465.78,213749760000,470.53355000000005,0.341177,468.41,45.66,1.759,0.990410176859806,1.0060127693578176,13.74,10.65,5575.067,611862.0,0.0,-0.0971033546854468,45.66,2250913,638.25,331.89,3,1.1800858833551642
2,0,621.87,1.272,477.56,312.332,158.296,552.93,522.17,10.45,4.48,29.33,10.52,26.39,482.79,471.685,213749760000,476.08625,0.1394215,472.31,45.66,1.759,1.0118008588335516,1.0101232721216173,13.74,10.65,5575.067,611862.0,0.0,0.3332606256008148,45.66,2460261,638.25,331.89,4,0.0
0,1,621.87,1.272,477.56,312.332,158.296,552.62,517.06,10.46,4.48,29.33,10.52,26.39,482.79,471.685,213946876000,476.08625,0.0,472.31,45.66,1.759,1.0,1.0020978675442416,13.74,10.65,5575.067,611862.0,0.0020194947719573,-0.1243683993816375,45.66,2460261,638.25,331.89,5,0.0
0,0,621.87,1.272,477.56,312.332,155.802,552.62,517.06,10.46,4.48,29.33,10.52,26.39,482.79,471.685,213946876000,476.08625,0.0,472.31,45.66,1.759,1.0,1.0118008588335516,13.74,10.65,5575.067,611862.0,0.0,-0.2486629486083984,45.66,2460261,638.25,331.89,6,-0.025625608805135425
0,0,621.87,1.272,473.07,312.332,156.902,552.62,517.06,10.46,4.48,29.33,10.52,26.39,481.677,471.07,213946876000,475.96425,0.0,478.04,45.66,1.759,0.9997437439119486,0.9997437439119486,13.74,10.65,5575.067,611862.0,0.0,0.0,45.66,2954736,638.25,331.89,0,-1.6359947201916913
1,0,580.95,1.272,462.83,312.332,157.912,552.4,514.71,10.45,4.48,29.33,10.52,26.39,475.42,462.46,211935363000,468.1775,0.290561,472.0,45.27,1.759,0.9836400527980831,0.9833879890461025,13.74,10.65,5575.067,611862.0,0.0,-0.0998637020587921,45.27,3222618,638.25,331.89,1,-0.21786608711439337
2,0,621.87,1.272,469.39,312.332,155.107,552.14,513.03,10.45,4.18,29.33,10.52,26.39,477.76,460.36,207347827000,467.1575,0.1814195,461.12,44.29,1.759,0.9978213391288561,0.9812455201132149,13.74,10.65,5575.067,611862.0,0.0,0.0,44.29,2490171,638.25,331.89,2,1.482069751636228
2,0,621.87,1.272,476.57,312.332,153.112,551.88,511.58,10.46,4.48,29.33,10.52,26.39,477.155,468.2994,210286723000,474.0811,0.160697,474.3,44.87,1.759,1.0148206975163623,0.9960435053683129,13.74,10.65,5575.067,611862.0,0.0,0.0,44.87,2516422,638.25,331.89,3,1.9606666454326183
3,0,621.87,1.272,486.18,312.332,152.949,551.88,511.58,10.49,4.48,29.33,10.52,26.39,487.49,477.565,213503361000,483.37625,0.3086686666666666,482.27,45.43,1.759,1.0196066664543262,1.032463648936568,13.74,10.65,5575.067,611862.0,0.4159083863099416,-0.1252231299877166,45.43,2833186,638.25,331.89,4,0.0
0,0,580.02,1.272,486.18,312.332,152.949,551.6,510.34,10.45,4.48,29.33,10.52,26.39,487.49,477.565,217808634000,483.37625,0.0,482.27,46.52,1.759,1.0,1.034717948443512,13.74,10.65,5575.067,611862.0,0.0,0.0,46.52,2833186,638.25,331.89,5,0.0
0,0,621.87,1.272,486.18,312.332,153.76,551.6,510.34,10.45,4.48,29.33,10.52,26.39,487.49,477.565,217808634000,483.37625,0.0,482.27,46.52,1.759,1.0,1.0196066664543262,13.74,10.65,5575.067,611862.0,0.0,-0.1618009010950724,46.52,2833186,638.25,331.89,6,1.739069720533415
3,0,621.87,1.272,493.59,312.332,154.522,551.6,510.34,10.45,4.48,29.33,10.52,26.39,495.44,488.0,217808634000,491.78249999999997,0.2449596666666666,490.1,46.52,1.759,1.0173906972053341,1.0173906972053341,13.74,10.65,5575.067,611862.0,0.0,0.0,46.52,2104030,638.25,331.89,0,0.18021178061440324
1,0,621.87,1.272,492.27,312.332,155.449,551.39,509.31,10.47,4.48,29.33,10.52,26.39,496.755,489.14,221128311000,492.66875,0.24013,492.51,47.14,1.759,1.001802117806144,1.0192241550965733,13.74,10.65,5575.067,611862.0,0.0,0.1665352384249369,47.14,2518346,638.25,331.89,1,-0.5010973397439833
1,0,621.87,1.272,488.1,312.332,155.549,551.14,506.75,10.49,4.48,29.33,10.52,26.39,495.81,486.92,220536963000,490.20000000000005,0.151709,489.97,46.93,1.759,0.9949890266025602,1.0141168499693562,13.74,10.65,5575.067,611862.0,0.0,0.2711410116065632,46.93,2165021,638.25,331.89,2,-0.849326805385564
3,0,621.87,1.281,482.65,312.332,155.728,550.96,505.47,10.49,4.48,29.33,10.52,26.39,490.4364,481.65,218668810000,486.0366,0.2298496666666666,489.41,46.53,1.759,0.9915067319461444,0.9883161763584513,13.74,10.65,5575.067,611862.0,0.0,0.0,46.53,2301635,638.25,331.89,3,-0.44113961788063705
0,0,578.46,1.281,482.29,312.332,155.703,550.75,504.08,10.47,4.48,29.33,10.52,26.39,489.48,480.3,216227201000,483.8925,0.0,483.5,46.1,1.759,0.9955886038211936,0.982186306722316,13.74,10.65,5575.067,611862.0,0.0,0.0,46.1,2741116,638.25,333.01,4,0.0
0,0,621.87,1.281,482.29,312.332,155.703,550.58,502.52,10.47,4.48,29.33,10.52,26.39,489.48,480.3,216065917000,483.8925,0.0,483.5,46.06,1.759,1.0,0.9871328029375763,13.74,10.65,5575.067,611862.0,0.0,0.0,46.06,2741116,638.25,333.01,5,0.0
0,0,621.87,1.281,482.29,312.332,155.759,550.58,502.52,10.47,4.48,29.33,10.52,26.39,489.48,480.3,216065917000,483.8925,0.0,483.5,46.06,1.759,1.0,0.9955886038211936,13.74,10.65,5575.067,611862.0,0.0,0.4999989867210388,46.06,2741116,638.25,333.01,6,0.29189851051629745
0,0,621.87,1.281,483.11,312.332,156.408,550.58,502.52,10.47,4.48,29.33,10.52,26.39,490.1599,481.71,216065917000,485.304975,0.0,486.24,46.06,1.759,1.002918985105163,1.002918985105163,13.74,10.65,5575.067,611862.0,0.0,0.0,46.06,2458192,638.25,341.17,0,-1.884376932257903
2,0,621.87,1.281,475.95,312.332,156.393,550.58,502.52,10.47,4.48,29.33,10.52,26.39,481.8,466.48,216065917000,476.16,0.2769534999999999,480.41,46.06,1.759,0.981156230677421,0.9840202111006061,13.74,10.65,5575.067,611862.0,0.1721404790878296,0.3217010945081711,46.06,4287846,638.25,345.12,1,1.4538180443548265
2,0,621.87,1.281,485.35,313.548,153.968,550.17,498.93,10.47,4.48,29.33,10.52,26.39,489.61,476.61,216433508000,483.0825,0.2840135,480.76,45.46,1.759,1.0145381804435483,0.9983260744896852,13.74,10.65,5575.067,607395.0,0.0,0.1207536607980728,45.46,3491638,638.25,356.45,2,0.0
